treatment,run_id,problem,solution_found,solution_length,update_found,update_first_solution_found,program
PROBLEM_median__ARGS_NUM_ONLY__ASR_001,1091,median,True,25,431,405,"[SubmitNum-Tag(1010011110110011,1100100000001100,1100101111000111),LoadNum2-Tag(1000111001010011,1010111110001111,0110110111011000),LoadNum3-Tag(1000100110111111,0100000000001101,0100000110001000),LoadNum1-Tag(1010011011001010,0010011110100001,0101011101011100),TestNumGreater-Tag(0000100101010000,1001101011001001,1000111010110000),LoadNum3-Tag(0110011001010011,1001001010100100,1101011011011110),TestNumGreater-Tag(1011101101000100,0111101111110111,1011111100110010),TestNumGreater-Tag(1100010111111011,1111011000011010,1111111110000101),IfNot-Tag(1101111001010011,0101110011011101,0111010100110101),IfNot-Tag(1001001011110010,0110000010110101,1110000101000100),LoadNum3-Tag(0000011111010000,1001011001111010,0100011010001001),TestNumLessTEqu-Tag(1101111111010011,1111000010001001,0111011101011011),Close(1101011101101001,0001011110100010,1000100100110001),SubmitNum-Tag(0111010000110000,1011011110110110,0111000011011001),Close(0110001101101101,1100101000010010,1101000000100101),Countdown-Tag(1111010101111101,1010001000010111,0110011101110001),SubmitNum-Tag(1100101101100111,0111010001010001,1011001001110001),LoadNum1-Tag(0000101010001110,1100000000111111,1110011001011111),LoadNum3-Tag(1111110011110001,1111000001000111,1100101001011111),TestNumGreater-Tag(1000101000001100,1001111110100011,0111111011111001),While-Tag(1110111101110111,0011011111101100,0010001000101101),SubmitNum-Tag(0010100000010001,0101010101000010,0001011110000100),Floor-Tag(0001101010101111,0110101101110010,1100001000111001),TestNumLess-Tag(0010111001101011,1101010100110001,0111101111010101),Break(0100101011100100,0101000111100001,1111011100000010)]"
PROBLEM_median__ARGS_NUM_ONLY__ASR_001,1092,median,False,NONE,NONE,NONE,"NONE"
PROBLEM_median__ARGS_NUM_ONLY__ASR_001,1093,median,True,37,552,308,"[Sub-Tag(1101011100010011,1110101110110111,0101010111011100),Close(1000011100001000,0111110011001110,0001101111101111),SubmitNum-Tag(0110001100011110,1100111111000001,1010101110000101),Add-Tag(1110000110110111,0100101101110010,0110100100100001),Set-6-Tag(0101001010001101,0000101100111001,0010000001100110),Mult-Tag(1000110100001110,0001111100100101,0011001010110000),Set-8-Tag(1011101011010011,1011111010110000,0010101001010001),TestNumNEqu-Tag(0111000110111010,1001100001000111,1100010111000011),Add-Tag(0000011010000111,1000001100101000,1001001100100001),LoadNum2-Tag(0010101110001010,0111011111100010,1110111010101110),Inc-Tag(0100001101110000,0100101100001010,0010111101101001),Mult-Tag(1110010101010110,0011011001010110,1110110011001100),Div-Tag(1011001100011011,1110111110001100,1100000111000011),TestNumGreater-Tag(0101001111011100,1010101100111011,0011000110010000),Set-11-Tag(0011001010011001,1011000110101110,0001101000011001),TestNumEqu-Tag(0010011011111001,1111110000111000,1101111001001000),LoadNum2-Tag(1110101111000111,0010000011010101,1000111000100101),Set-5-Tag(1100011100000001,1101100101001001,1000101110110101),Set-2-Tag(0110111101010010,1000100011100111,1011001101010111),CommitGlobal-Tag(0100001010101001,0001111010110111,1001101000111010),Set-13-Tag(1101111110001101,0000001011011100,0001011011000000),Set-2-Tag(1000011011010100,1011000110000001,1101110000100010),LoadNum2-Tag(1101001111111110,1100110110000111,1100000000011111),TestNumLessTEqu-Tag(1011110110111101,0010000100110111,1100110100100001),While-Tag(0010011100010111,0101100000001010,1011100000100110),Mult-Tag(1001111001011110,0011000011111100,0111100100011101),TestNumEqu-Tag(0111100000100111,1100011100001000,0100110000110000),SubmitNum-Tag(0000011110011110,0101001110010011,1010110100011110),TestNumGreater-Tag(0010100011101011,0100110100011010,0000001001100010),Close(0000111100011011,0000110001100010,0000110011101101),LoadNum1-Tag(0011101101110100,1110111110101000,0111001011100001),LoadNum3-Tag(0111010001100000,0000110000110100,1000000010010111),While-Tag(1001001111000000,0000101111000000,1001001110011111),TestNumGreater-Tag(0101100110010111,0011100110110111,1010001101000011),LoadNum3-Tag(0100111100101001,0011001010110000,0010010100001110),SubmitNum-Tag(0000011101101010,1010111011111110,1110001111101001),LoadNum2-Tag(0011011101001100,0101000010100110,1001001011110010)]"
PROBLEM_median__ARGS_NUM_ONLY__ASR_001,1094,median,True,38,834,610,"[SwapMem-Tag(1010101011100100,1100101100111100,1111111001010000),Close(1010010000101110,0111110100000011,1011010101101100),Sub-Tag(1101110100001111,1000011111110111,0010110011110010),Set-4-Tag(1110110100010111,0100000001011000,0111101101011110),Div-Tag(0001100110110111,0000001010110010,1011001000000110),Break(1001110110011111,1010010001100110,1010100111101111),TestNumGreaterTEqu-Tag(0100011110110101,0011001100101111,0010010010011110),While-Tag(1110110100010111,0100000001011000,0111101101011110),Set-9-Tag(0001110010011010,0110000100111000,0110011011111001),SubmitNum-Tag(1010000101001010,1110001011001001,1101011001010001),If-Tag(1100010000010000,1001010001011001,0001100001110001),Set-13-Tag(0001100010100100,0010100011010000,0100000111111000),Set-15-Tag(0000111100101100,0011000100111000,1110100111010011),Inc-Tag(1111111000010101,0101001000010101,0110101110010010),Countdown-Tag(0000000111110100,1001011010011100,1101110011000011),TestNumEqu-Tag(0000010111000101,0011000011011100,0110011010110010),Set-9-Tag(1100010001110111,0101111100100101,1100110000100011),TestNumLess-Tag(0100010000101000,0101010000010111,0101011001101011),LoadNum1-Tag(1001010011000101,0011000010000001,0011110000100000),LoadNum2-Tag(1110101101010100,0111100100001010,1001111011110010),Close(1111111010011100,1001110010101110,0100001000011111),Output-Tag(1100001001111110,1010001011010011,1011101010000101),Set-11-Tag(0010110010101110,0101011100111111,0011010110110110),Sub-Tag(1011111011011110,1010111110011001,1010100010001100),TestNumEqu-Tag(1000101101010100,1100101110100110,1110110011101001),Output-Tag(0100111111110001,0100101111011010,0101101100011110),CopyMem-Tag(0110010101100100,1101100101010000,0001100010111010),TestNumLessTEqu-Tag(1011000110000100,0100111011110101,0010101110101110),Mod-Tag(0000110101110010,1000110111101011,0111110101110000),SubmitNum-Tag(1011101000010010,1001010011111110,1111011010010011),LoadNum1-Tag(1000001111001001,0001101101101011,0001010000010001),TestNumGreaterTEqu-Tag(0101101101110001,1110001001010000,0111010100010100),Set-14-Tag(1010101001001111,0010011000001000,0101001000010011),LoadNum1-Tag(1101111011001001,0000101000011001,1101110001010100),TestNumLess-Tag(1000001110111010,1100001101011111,0100000111101111),While-Tag(1101110100010001,0000011010010001,1100011110101111),SubmitNum-Tag(0011001100001010,1111100011010001,1011111110000011),LoadNum2-Tag(0001100100110001,0111001111101010,1111000100110110)]"
PROBLEM_median__ARGS_NUM_ONLY__ASR_001,1095,median,True,28,696,433,"[Add-Tag(0110111010100010,1101001111111011,0011110101100111),Set-15-Tag(0101101001111011,0110011111111110,1010111010011010),Countdown-Tag(1100111111100101,0101101100111100,1011000111010000),TestNumLessTEqu-Tag(0011011001000011,1001111100010101,0000011101110111),LoadNum1-Tag(1011110000110011,0010110101010001,0010011100101011),SwapMem-Tag(1011110100101110,1101000100000111,1010110010011001),LoadNum3-Tag(1010000110110111,1010111011100001,0001110010111011),SubmitNum-Tag(1000010010010000,0110001100011101,1000011001001100),Countdown-Tag(1100111111100101,0101101100111100,1011000111010000),Close(1110110010010110,1111100111101101,1110110010001111),TestNumLess-Tag(0110000110000001,1000110100010011,1101000011100000),LoadNum2-Tag(0110110011011000,1000111011001100,1100111111110111),SwapMem-Tag(0001110101011010,1100010111111110,1010011001100100),TestNumGreater-Tag(0110001110011011,0011101001101011,0001110011111000),LoadNum2-Tag(1010000110110111,1010111011100001,0001110010111011),TestNumNEqu-Tag(0001011001010110,1000001111010110,1111100011000001),Countdown-Tag(1100111111100101,0101101100111100,1011000111010000),SubmitNum-Tag(1000001100010001,0101110101001000,0000110000100111),TestNumGreater-Tag(0110100110010001,0100101101000000,1011111010110100),Sub-Tag(0000101101101100,0001011011110111,0011110010001110),LoadNum3-Tag(0010010110101011,1111001001010001,1100000010010001),Close(1110110010010110,1111100111101101,1110110010001111),LoadNum1-Tag(0001011011010101,0101000000000111,0011101010010101),LoadNum3-Tag(0001111100000111,0010010001111111,1010000101011001),Div-Tag(0100111001001111,0110100010000010,0101011011010111),SubmitNum-Tag(0111110101110100,1101010000011001,1101110000000011),TestNumLessTEqu-Tag(1110010001010000,1010011110110111,1111101000111101),LoadNum2-Tag(1000101010110000,1010110001001000,0101010011111101)]"
PROBLEM_median__ARGS_NUM_ONLY__ASR_001,1096,median,True,17,393,288,"[TestNumLess-Tag(0001101111110000,0101111001111101,1010111000100010),Add-Tag(0001011010010011,1100100100001100,1110110110101101),LoadNum2-Tag(1010001001111011,0011111010111111,1101111101001101),TestNumGreater-Tag(1011000101000100,0010010100000101,1110100001011111),SubmitNum-Tag(1010001010101001,0101000111100110,1000101010000101),TestNumLessTEqu-Tag(1110101110110101,0110110100000101,1011011101111110),TestNumEqu-Tag(1111101010010011,1111110010100010,0100010110110110),TestNumGreater-Tag(0011100001010111,1101001010100010,0010111101010111),Countdown-Tag(0001001001010001,1111000101011010,1110101000011101),LoadNum1-Tag(0011001111001010,0111101110001111,0011111111011000),Set-6-Tag(0110111100000100,1000110010011110,0000010100100000),Close(0101000101111001,1111000100110101,1001110010011111),Countdown-Tag(0111111010001110,0100100010001111,0101110100101101),Dec-Tag(0000001100101100,0111100000010001,0010011111101110),Close(0100111101011111,1001010111110101,1111100011110010),While-Tag(1000110100000011,0000001000000010,0000101001000100),SubmitNum-Tag(0011000000010010,1100010100011001,1100011110111100)]"
PROBLEM_median__ARGS_NUM_ONLY__ASR_001,1097,median,True,43,603,548,"[LoadNum3-Tag(0000001111000011,0010100110100001,1110001110110100),Close(1001011010011010,1100100111011000,1001111111110110),SubmitNum-Tag(0110011101111110,1001010101100100,1110110101100100),Set-12-Tag(1010101000111110,1001101001110110,0110100101110011),TestNumGreaterTEqu-Tag(1110110101010110,0100111011000000,1001111110000010),LoadNum2-Tag(1101111010101000,1000111001011110,1111111001000010),LoadNum3-Tag(1011001101010011,0010011010000011,1000100100000000),Set-9-Tag(1001010111010001,0011011000011111,1000011110000011),Add-Tag(1111010001100100,1010111001111010,0011010001101110),Set-13-Tag(1011010010100111,0000000011011110,0011001001010011),TestNumLessTEqu-Tag(1110111100010010,0100111001100110,0100001100110011),Dec-Tag(0010010110110010,1010101111111111,0111011100111100),LoadNum3-Tag(1010000011001010,1011100011011000,0010100101101011),LoadNum2-Tag(0111101000011001,0010100110101100,0101110001010001),TestNumGreater-Tag(1000110011100111,1000010111100100,0100000001001110),TestNumGreater-Tag(1110111011111111,0111010010110000,0001010110111100),Sub-Tag(1101101110101001,1111110111000000,0010100111001000),Set-13-Tag(1100101000001010,0101000111101000,0111111011100111),IfNot-Tag(1101110001010110,0111110000011111,0011100100001110),IfNot-Tag(0001110010010000,0111101000111001,1110111000100100),Inc-Tag(1101011010111101,1000010110110100,0110101001101101),Set-2-Tag(0010011011100101,0111011011000111,1011110110111011),Mod-Tag(0001101110110111,1111111001100010,0110010010001000),Floor-Tag(1101110001000100,1101010000101010,1111001101000110),SubmitNum-Tag(0000001111000011,0010100110100001,1110001110110100),Set-6-Tag(0110100100110100,0001100100101011,1011100110111100),Add-Tag(0110001010011000,1100101011001010,1111111010011010),TestNumGreater-Tag(0010110000100101,1100101000001010,1101111011000000),CopyMem-Tag(1001011010011010,1100100111011000,1001111111110110),Close(0101111110001010,1101001001011001,1100110100000001),Close(1101000100000010,1101000111001011,0101000000010010),TestNumLessTEqu-Tag(1100001010101101,1011011101011110,0101110010000001),Set-9-Tag(0111010010100010,0111011111001101,0011001101111111),If-Tag(0110100001001001,0100111110110110,0011111010001001),If-Tag(0101001110100111,1101001111101010,0100010001001000),Set-4-Tag(0000000011101101,0000011101110110,0100001101110011),Set-8-Tag(1101101011011010,1000001010110111,1001111000010101),LoadNum2-Tag(1101111011011010,0111101011101110,0001101111110111),While-Tag(1100100101101100,0000011000011000,1100101000100010),Set-4-Tag(0101000001111010,0011110011011010,0000100101011110),Set-7-Tag(0010010111110000,0011110010110111,0000100111001101),Set-8-Tag(1001011110001000,0111010110101000,0000011110000111),Break(0101011001101101,0011001000011011,0100001100010001)]"
PROBLEM_median__ARGS_NUM_ONLY__ASR_001,1098,median,False,NONE,NONE,NONE,"NONE"
PROBLEM_median__ARGS_NUM_ONLY__ASR_001,1099,median,False,NONE,NONE,NONE,"NONE"
PROBLEM_median__ARGS_NUM_ONLY__ASR_001,1100,median,False,NONE,NONE,NONE,"NONE"
PROBLEM_median__ARGS_NUM_ONLY__ASR_001,1101,median,True,42,787,598,"[LoadNum2-Tag(1001101110010001,1010100011001101,0000111000111011),LoadNum1-Tag(0100110110110001,1001111000001011,0100011101001001),Set-0-Tag(1011110011101000,1010111100111010,1011111010100111),Close(0100111001011100,1100110101110101,0001011000110001),Dec-Tag(1110011011011111,1001111110100010,0111110011011010),Not-Tag(0101000011101011,1101111000010000,1010101000001000),TestNumGreater-Tag(1101110100011001,0010011110010011,0111111101101011),TestNumGreaterTEqu-Tag(1011110011101000,1010111100111010,1011111010100111),Output-Tag(1101100000100101,0100011011000001,1110010100111001),Inc-Tag(1000111110011100,1000010100101011,0011000100101101),SubmitNum-Tag(1111001000100011,1100100010011011,0010010110010111),SwapMem-Tag(1100011100100011,1010100100100100,0111111011111101),LoadNum3-Tag(1100001110010010,1000010011110100,0111111100100011),Set-16-Tag(1110010101001100,1010010100101000,0101101100110011),If-Tag(1001101111001111,0000101101100100,0110001000000100),SubmitNum-Tag(1111001100110011,1100010100100001,0010000000111011),Sub-Tag(0000011001110010,1101100101011111,0100111000100111),Input-Tag(1001101101111001,1001001110001011,1100011111010110),LoadNum2-Tag(0001010110101011,0101100000001110,1111101001010000),Add-Tag(1111001111010111,0000101010011110,1110010000110111),Output-Tag(0011100101110101,0000010111010010,0100010001010000),Set-4-Tag(1110111010000100,0000110001101100,0111000000111000),LoadNum1-Tag(0001110111100011,0011110001001000,0001010011110111),Set-13-Tag(1101111101011010,0011100011101100,0011101100010100),Output-Tag(0010010111100111,1010110010011000,1011100010001010),SwapMem-Tag(1011110011101000,1010111100111010,1011111010100111),SubmitNum-Tag(1111001000100011,1100100010011011,0010010110010111),TestNumGreater-Tag(1100111010110011,0101101101101110,1001000000111101),Close(1011110011101000,1010111100111010,1011111010100111),Break(0000110111111111,0111011111101001,1101001101111001),If-Tag(0111010111001010,0011111110110010,0100110101010011),LoadNum1-Tag(1011110011101000,1010111100111010,1011111010100111),LoadNum2-Tag(1011100111011111,0001101101110111,0111111111001011),Close(1001000011001100,1010100011001111,0111010100011010),TestNumLessTEqu-Tag(0010111110110011,1100110110110110,0000000001010000),TestNumGreaterTEqu-Tag(1011110011101000,1010111100111010,1011111010100111),SubmitNum-Tag(0101001011011011,0011011000111000,0111110100101101),Countdown-Tag(1001100000111111,1011010100111000,0110100101100101),Mult-Tag(0101110101011001,0110011111111101,1111011100101011),If-Tag(1001101111001111,0000101101100100,0110001000000100),LoadNum1-Tag(1111001100110011,1100010100100001,0010000000111011),Break(0110001010000100,1110000101010010,0011001111101011)]"
PROBLEM_median__ARGS_NUM_ONLY__ASR_001,1102,median,False,NONE,NONE,NONE,"NONE"
PROBLEM_median__ARGS_NUM_ONLY__ASR_001,1103,median,True,43,286,278,"[Sub-Tag(0100011101010100,1111010010001101,0000001110110100),Set-5-Tag(1001110110110011,1111010110111011,0011101111000001),CopyMem-Tag(0101011001000100,1110101100011111,1101110001001011),LoadNum1-Tag(0110100001000000,1100000010001110,0011000101101011),Set-3-Tag(0000010101000010,1111010110010000,0010100100101111),LoadNum2-Tag(1111110000000101,1001001101111000,1100111100101000),Countdown-Tag(1001110111001100,1111011011010001,0111010000010000),LoadNum1-Tag(0010110000111110,0101000011110101,1010101010111100),Set-5-Tag(0110111001010010,1100111011011001,1101011101010110),TestNumNEqu-Tag(1001001100011100,0110100110011111,0001010111101111),Output-Tag(0011001010010101,1101001100011110,0111010010000111),Dec-Tag(1010100010000101,1010000010010001,0100011001110010),SubmitNum-Tag(1011001001110011,1101101010110000,0000100010100011),Set-13-Tag(1011100101000011,1010010110100110,1110100011001111),TestNumGreater-Tag(1111111000011010,0001110000010001,1111100110101001),LoadNum3-Tag(0011101010010110,1110110001010010,1100011001101101),TestNumGreater-Tag(1001111010010111,1111011111111001,0001100011000100),Countdown-Tag(0101000101100000,0001001101010100,1010011111111100),TestNumLessTEqu-Tag(0101110010001101,0101010000100110,1001110101111000),Set-0-Tag(0000010101011001,0000110011011010,1010111101011000),IfNot-Tag(1000110000011010,0001111001000111,0111110000010010),TestNumGreater-Tag(1011001000110100,0001101001001111,0110001011011001),Inc-Tag(1001010011011000,1001000000000101,0000100111111000),TestNumGreaterTEqu-Tag(0010000001101101,1111000011101110,1101010101011111),TestNumLess-Tag(1010011011111100,0011010101101011,0110001111011001),LoadNum2-Tag(0000101000100001,1001000100111110,0101001000111000),Inc-Tag(1100101011111001,1110011011101000,1111000010101011),TestNumLess-Tag(1010011010110010,0010110001001101,0100111110011011),Mult-Tag(0000111001101110,0010000000000010,0110000101101111),Mult-Tag(0000101110110100,0010111010101011,1101101100011110),LoadNum1-Tag(0001011010111110,0011110110101111,1011111111110001),TestNumGreaterTEqu-Tag(1011011110011010,0100110001101010,1101101101000111),If-Tag(0100001010001001,1011000100001101,0000110011111100),Not-Tag(0100110000111101,0101000100111101,0110101101100000),Inc-Tag(0110000101001100,1001001101101010,0111000010110100),LoadNum1-Tag(0000110011010101,0011011111001010,1101001010000000),Close(0100001011001100,1000111010111101,1011100100110110),TestNumLessTEqu-Tag(0110101101110000,0100111101110001,1100110101101111),If-Tag(1000011111000000,0101100010011110,1100011100111100),CopyMem-Tag(1101101101010101,0011100100100100,0011010000011011),Countdown-Tag(0000001000001101,1000111001100101,0110100110010001),LoadNum1-Tag(1011001000100111,1001100100010100,1000100001110111),Dec-Tag(0011001111101101,1011000111000000,0010111101101000)]"
